id,host_id,neighbourhood_cleansed,room_type,minimum_nights,review_scores_rating
22495033,134090637,TORTONA,Entire home/apt,5,4.87
21891796,5442586,DUOMO,Entire home/apt,1,4.89
21906686,21437228,BUENOS AIRES - VENEZIA,Private room,2,5.0
22496303,165016232,BUENOS AIRES - VENEZIA,Entire home/apt,3,4.83
22496539,138138,ISOLA,Entire home/apt,2,4.57
21915082,9717716,VILLAPIZZONE,Private room,4,4.87
22527515,165410239,XXII MARZO,Entire home/apt,2,4.98
21920182,7791109,ISOLA,Entire home/apt,2,5.0
22529743,160085892,MAGGIORE - MUSOCCO,Entire home/apt,2,4.9
21941785,92454002,BUENOS AIRES - VENEZIA,Entire home/apt,2,5.0
21946910,160197726,AFFORI,Entire home/apt,3,4.56
21955847,1268691,LORETO,Entire home/apt,5,4.76
22530996,39238091,LORETO,Entire home/apt,2,4.75
21959304,159287978,BUENOS AIRES - VENEZIA,Entire home/apt,2,5.0
22540275,52086044,MECENATE,Entire home/apt,1,4.5
22541260,135682674,XXII MARZO,Private room,2,4.92
21970331,109494220,LAMBRATE,Entire home/apt,2,4.75
22542205,8500270,UMBRIA - MOLISE,Entire home/apt,2,5.0
21971157,160412895,PARCO DELLE ABBAZIE,Entire home/apt,7,
21989831,4209331,S. CRISTOFORO,Entire home/apt,1,4.63
22547950,161550730,MACIACHINI - MAGGIOLINA,Entire home/apt,1,4.63
21994008,160595865,SARPI,Entire home/apt,2,5.0
22558198,165763230,RIPAMONTI,Private room,3,4.25
22564321,165823341,LORETO,Entire home/apt,6,
22006323,44668288,CITTA' STUDI,Private room,10,4.7
22576218,44582616,CENTRALE,Entire home/apt,2,4.87
22007360,35954161,SCALO ROMANA,Entire home/apt,2,4.9
22582868,3926251,LORETO,Entire home/apt,3,4.86
22007726,12467002,LORETO,Entire home/apt,3,4.87
22596464,166196242,DUOMO,Entire home/apt,3,
22008844,101212042,S. SIRO,Entire home/apt,1,4.76
22010562,101212042,S. SIRO,Entire home/apt,1,4.89
22598957,132788364,MECENATE,Private room,2,4.92
22028073,124398832,PORTA ROMANA,Private room,7,4.6
22612547,13573310,CENTRALE,Entire home/apt,2,4.17
22040176,160965153,LORETO,Shared room,1,4.18
22620828,20961653,GRECO,Private room,1,4.8
22041666,160965153,LORETO,Hotel room,1,3.0
22043480,160990353,MACIACHINI - MAGGIOLINA,Entire home/apt,4,5.0
22624378,39237204,CENTRALE,Entire home/apt,6,4.43
22648687,132788364,MECENATE,Private room,2,4.86
22044613,74833804,SARPI,Entire home/apt,2,4.94
22649383,23338337,LORETO,Entire home/apt,3,4.79
22062497,1268691,LORETO,Entire home/apt,7,5.0
22072631,90930938,RIPAMONTI,Entire home/apt,1,4.8
22650159,166805368,SELINUNTE,Entire home/apt,2,4.47
22077000,39066456,LORETO,Entire home/apt,2,
22652818,80003270,TICINESE,Entire home/apt,1,4.93
22081659,55089168,MAGENTA - S. VITTORE,Entire home/apt,3,4.77
22662375,65717944,PARCO LAMBRO - CIMIANO,Private room,1,4.95
22663493,115921973,NAVIGLI,Entire home/apt,2,4.88
22114265,41258991,MACIACHINI - MAGGIOLINA,Entire home/apt,3,5.0
22666203,29037039,ISOLA,Entire home/apt,1,4.72
22141604,1730561,NAVIGLI,Entire home/apt,1,
22145152,161157919,LORETO,Entire home/apt,1,4.95
22680352,167151913,LODI - CORVETTO,Private room,2,4.82
22182219,21670491,STADERA,Entire home/apt,1,4.39
22687897,36205427,TORTONA,Private room,3,5.0
22689823,28144395,BRERA,Entire home/apt,3,5.0
22694323,4417813,EX OM - MORIVIONE,Entire home/apt,1,3.72
22182668,27059626,WASHINGTON,Entire home/apt,2,4.86
22694453,24494032,DUOMO,Entire home/apt,1,4.14
22694550,24494032,DUOMO,Entire home/apt,1,5.0
22192170,26142652,WASHINGTON,Private room,1,
22696493,24494032,BRERA,Entire home/apt,1,4.48
22192215,1685805,VILLAPIZZONE,Entire home/apt,2,5.0
22196605,17023800,BUENOS AIRES - VENEZIA,Entire home/apt,4,4.62
22696575,24494032,BRERA,Entire home/apt,1,4.44
22197801,16805661,NAVIGLI,Entire home/apt,2,4.67
22696666,24494032,BRERA,Entire home/apt,1,4.27
22696785,24494032,BRERA,Entire home/apt,1,4.75
22229071,162430498,VIGENTINA,Entire home/apt,2,4.82
22697788,24494032,DUOMO,Entire home/apt,1,4.0
22236240,67795304,NAVIGLI,Entire home/apt,2,4.85
22697934,113345863,S. CRISTOFORO,Entire home/apt,2,4.5
22698151,24494032,DUOMO,Entire home/apt,1,4.11
22237743,62825122,DE ANGELI - MONTE ROSA,Entire home/apt,3,5.0
22698624,24494032,DUOMO,Entire home/apt,1,4.05
22254756,160965153,LORETO,Shared room,1,4.3
22700564,12793065,CITTA' STUDI,Entire home/apt,2,4.94
22280681,104386224,TORTONA,Entire home/apt,2,4.93
22708045,167483726,TORTONA,Entire home/apt,2,
22725414,126648287,STADERA,Entire home/apt,1,4.77
22284699,162430498,VIGENTINA,Entire home/apt,2,4.88
22725629,167698482,S. SIRO,Entire home/apt,3,4.89
22286152,160965153,LORETO,Hotel room,1,
22818662,68516352,UMBRIA - MOLISE,Entire home/apt,2,5.0
22726934,35944579,LORETO,Entire home/apt,1,4.82
22822071,98289063,LODI - CORVETTO,Hotel room,1,4.67
22823106,10767300,TICINESE,Entire home/apt,2,4.4
22729154,130015799,GARIBALDI REPUBBLICA,Entire home/apt,3,4.75
22825647,31823489,CENTRALE,Private room,2,4.97
22737447,101416972,SARPI,Entire home/apt,2,5.0
22737914,16366171,MACIACHINI - MAGGIOLINA,Entire home/apt,2,4.33
22827656,163778871,NIGUARDA - CA' GRANDA,Entire home/apt,5,4.92
22847098,168947111,TORTONA,Entire home/apt,5,4.83
22757601,16523288,WASHINGTON,Entire home/apt,2,4.98
22873342,137716317,PORTA ROMANA,Entire home/apt,2,5.0
22762872,59776950,CITTA' STUDI,Entire home/apt,2,4.9
22765450,3157049,DERGANO,Entire home/apt,3,4.86
22874249,133064942,WASHINGTON,Entire home/apt,4,4.5
22770110,29270341,PARCO MONLUE' - PONTE LAMBRO,Entire home/apt,5,
22878529,159449478,UMBRIA - MOLISE,Entire home/apt,7,
22879762,124892345,BRERA,Private room,1,4.62
22787703,58030794,NAVIGLI,Entire home/apt,1,4.24
22891521,167142329,ISOLA,Entire home/apt,1,
22790031,160965153,LORETO,Shared room,1,4.37
22891772,18126964,GIAMBELLINO,Private room,1,4.8
22791423,10521640,SELINUNTE,Entire home/apt,2,4.72
22891948,167142329,ISOLA,Entire home/apt,1,
22892236,167142329,ISOLA,Entire home/apt,1,
23228851,34731008,GHISOLFA,Entire home/apt,1,5.0
22892342,167142329,ISOLA,Entire home/apt,1,
22895294,138138,ISOLA,Entire home/apt,2,4.48
23235455,73123412,FARINI,Private room,2,
22898661,67011472,TORTONA,Entire home/apt,2,4.89
23261206,56006172,BANDE NERE,Entire home/apt,2,4.84
22900189,23572413,SARPI,Entire home/apt,2,4.99
23262365,24826124,TICINESE,Entire home/apt,2,4.7
22913703,14759530,GARIBALDI REPUBBLICA,Entire home/apt,2,5.0
23269093,78992627,STADERA,Entire home/apt,6,
22917218,1871776,SARPI,Entire home/apt,3,4.74
23273768,25262938,TORTONA,Entire home/apt,3,4.76
22919956,2646488,CENTRALE,Entire home/apt,2,4.93
23283884,122627289,NAVIGLI,Entire home/apt,2,4.74
22920501,154144241,DUOMO,Entire home/apt,2,4.55
23285281,16366171,BANDE NERE,Entire home/apt,2,3.7
23286079,79461541,MAGENTA - S. VITTORE,Entire home/apt,2,4.56
22922132,145583822,ISOLA,Entire home/apt,2,4.84
23287186,101708581,NAVIGLI,Entire home/apt,3,5.0
23287280,5544207,BUENOS AIRES - VENEZIA,Private room,1,4.63
22924618,13180680,S. CRISTOFORO,Entire home/apt,5,4.96
23298307,2106643,BRERA,Entire home/apt,5,4.5
23298521,24494032,DUOMO,Entire home/apt,1,4.22
22933995,159427839,PORTELLO,Entire home/apt,1,4.88
23299281,24494032,DUOMO,Entire home/apt,1,4.34
22937449,169877566,FARINI,Private room,8,
23301290,4148408,BUENOS AIRES - VENEZIA,Entire home/apt,2,4.44
22938578,148664395,PAGANO,Entire home/apt,2,4.99
23307669,4406944,BUENOS AIRES - VENEZIA,Entire home/apt,2,5.0
22950049,98289063,PARCO DELLE ABBAZIE,Hotel room,1,
22952117,2090287,LORETO,Entire home/apt,21,5.0
23314210,133920553,VIGENTINA,Entire home/apt,1,4.71
22962379,170148975,TICINESE,Entire home/apt,3,4.92
23318512,4650560,AFFORI,Private room,1,5.0
22982078,86889816,PARCO LAMBRO - CIMIANO,Private room,3,4.25
23325469,6720931,BUENOS AIRES - VENEZIA,Entire home/apt,3,4.84
23332885,77063716,BUENOS AIRES - VENEZIA,Private room,2,5.0
22983087,86889816,PARCO LAMBRO - CIMIANO,Shared room,3,
22983118,2496360,VILLAPIZZONE,Entire home/apt,2,4.77
23335764,39227303,BUENOS AIRES - VENEZIA,Entire home/apt,2,4.97
23336843,733325,DERGANO,Entire home/apt,4,5.0
23346027,173922527,PORTELLO,Entire home/apt,3,4.7
22991774,59448831,TICINESE,Entire home/apt,3,4.88
23349467,15648888,XXII MARZO,Entire home/apt,1,4.93
22991902,138215945,SARPI,Entire home/apt,3,4.93
23351942,123389351,CENTRALE,Entire home/apt,2,4.91
23352310,39227303,BUENOS AIRES - VENEZIA,Entire home/apt,2,4.97
23011614,129432713,DE ANGELI - MONTE ROSA,Entire home/apt,1,5.0
23362854,22653884,MAGENTA - S. VITTORE,Entire home/apt,2,4.82
23015173,34835541,DUOMO,Entire home/apt,3,4.92
23364799,7372618,LORENTEGGIO,Private room,30,4.93
23015209,47028090,CENTRALE,Entire home/apt,2,4.99
23365257,62665199,FORZE ARMATE,Entire home/apt,2,4.83
23019302,25102243,DERGANO,Private room,4,4.94
23373818,5639459,ISOLA,Private room,3,4.88
23375367,174235633,SELINUNTE,Entire home/apt,2,3.82
23383795,154936699,MAGENTA - S. VITTORE,Entire home/apt,3,4.33
23020546,109583812,CENTRALE,Entire home/apt,1,4.83
23387783,174351950,LAMBRATE,Private room,2,4.5
23021810,20108303,BRERA,Entire home/apt,1,4.97
23023461,67635313,PARCO LAMBRO - CIMIANO,Shared room,7,4.5
23395894,174177751,GUASTALLA,Entire home/apt,4,4.9
23399277,5698568,TICINESE,Private room,2,4.98
23031481,6672677,BRUZZANO,Private room,1,4.67
23033290,4509268,NAVIGLI,Entire home/apt,2,4.89
23403526,16077943,TORTONA,Entire home/apt,1,4.95
23405836,77049507,SARPI,Private room,2,4.5
23034937,13979528,GUASTALLA,Private room,4,4.93
23405975,16334157,LORETO,Private room,1,4.79
23037085,69815313,XXII MARZO,Entire home/apt,2,5.0
23408035,9832002,BUENOS AIRES - VENEZIA,Private room,1,5.0
23052197,5053160,GARIBALDI REPUBBLICA,Entire home/apt,1,4.81
23410390,7502852,LORETO,Entire home/apt,3,4.9
23061033,171183072,CENTRALE,Entire home/apt,2,4.08
23413158,174590119,DUOMO,Entire home/apt,1,4.68
23081729,5965532,NAVIGLI,Entire home/apt,2,4.89
23426081,5368708,VILLAPIZZONE,Private room,2,4.92
23095173,85674287,SARPI,Entire home/apt,5,5.0
23427783,7266405,NIGUARDA - CA' GRANDA,Entire home/apt,3,4.79
23100989,14611852,MACIACHINI - MAGGIOLINA,Entire home/apt,1,5.0
23430806,170410539,BRERA,Entire home/apt,3,4.91
23435156,106133986,DE ANGELI - MONTE ROSA,Entire home/apt,2,4.85
23101226,26036296,GIAMBELLINO,Private room,2,5.0
23435242,12085698,VILLAPIZZONE,Entire home/apt,1,5.0
23101463,13334616,BANDE NERE,Entire home/apt,3,4.99
23102229,131714843,BUENOS AIRES - VENEZIA,Entire home/apt,1,
23461379,61897999,ADRIANO,Private room,2,4.97
23104084,95654725,LODI - CORVETTO,Entire home/apt,1,4.8
23463994,41433272,S. CRISTOFORO,Entire home/apt,3,5.0
23113284,2922743,VILLAPIZZONE,Entire home/apt,2,4.51
23474558,175216274,SARPI,Entire home/apt,1,4.63
23479906,175269960,WASHINGTON,Entire home/apt,7,5.0
23117151,91155001,BUENOS AIRES - VENEZIA,Entire home/apt,4,
23480481,138397036,NAVIGLI,Entire home/apt,2,4.9
23121277,171806943,ADRIANO,Entire home/apt,3,4.59
23484251,17711259,BUENOS AIRES - VENEZIA,Private room,3,5.0
23126946,8301686,VIGENTINA,Private room,2,4.92
23512781,153486206,DERGANO,Entire home/apt,3,4.72
23134068,12914311,MAGENTA - S. VITTORE,Entire home/apt,5,5.0
23516060,88010863,TICINESE,Entire home/apt,10,4.4
23136780,5047682,DUOMO,Entire home/apt,1,5.0
23516317,798186,VILLAPIZZONE,Private room,1,4.94
23139421,165351128,GARIBALDI REPUBBLICA,Entire home/apt,2,4.5
23531821,175798551,DUOMO,Entire home/apt,2,4.8
23141312,171984324,WASHINGTON,Entire home/apt,3,5.0
23534713,175820231,MAGENTA - S. VITTORE,Entire home/apt,3,4.78
23538081,160379025,UMBRIA - MOLISE,Private room,2,4.97
23141848,165351128,BRERA,Entire home/apt,2,4.92
23551259,3950325,LORETO,Private room,2,5.0
23142751,29469698,BUENOS AIRES - VENEZIA,Entire home/apt,5,5.0
23554730,167343764,BUENOS AIRES - VENEZIA,Private room,2,4.95
23147814,1096972,TIBALDI,Entire home/apt,5,4.19
23156209,153879253,NAVIGLI,Entire home/apt,1,4.44
23560629,6086308,CENTRALE,Entire home/apt,1,4.99
23160915,10269945,WASHINGTON,Entire home/apt,2,
23572775,114707649,GUASTALLA,Entire home/apt,1,
23175975,101839090,XXII MARZO,Entire home/apt,1,
23574757,83024417,SELINUNTE,Entire home/apt,2,4.75
23178894,62449447,PORTA ROMANA,Entire home/apt,100,4.94
23578705,64525873,XXII MARZO,Entire home/apt,1,4.88
23182149,40178774,CENTRALE,Entire home/apt,1,4.84
23586433,115445905,BUENOS AIRES - VENEZIA,Entire home/apt,2,4.89
23195946,36532762,LORETO,Entire home/apt,6,4.8
23590711,134496851,AFFORI,Entire home/apt,4,
23199953,26914226,DE ANGELI - MONTE ROSA,Entire home/apt,5,5.0
23220171,6056134,BUENOS AIRES - VENEZIA,Private room,2,4.86
23595811,5053160,DUOMO,Entire home/apt,1,4.81
23596622,101880624,PAGANO,Entire home/apt,1,4.86
23604219,33826786,ISOLA,Entire home/apt,2,4.88
23222005,9025189,SARPI,Entire home/apt,1,4.51
23610191,31536632,BANDE NERE,Entire home/apt,15,4.82
23226505,8934293,TICINESE,Entire home/apt,35,5.0
23228339,70912412,BRERA,Private room,1,4.92
23610966,52857023,WASHINGTON,Private room,3,5.0
23642185,25899697,GUASTALLA,Entire home/apt,2,4.97
23612508,21526294,STADERA,Entire home/apt,1,4.67
23643224,176967669,TICINESE,Entire home/apt,2,4.8
23623329,14743308,VILLAPIZZONE,Entire home/apt,1,4.12
23646914,177003589,TORTONA,Private room,1,4.75
23626215,21629034,XXII MARZO,Entire home/apt,1,5.0
23636794,24057735,WASHINGTON,Entire home/apt,10,5.0
23654821,177097517,GUASTALLA,Entire home/apt,2,4.81
23637576,56872041,NAVIGLI,Entire home/apt,2,
23655486,176948139,TICINESE,Entire home/apt,1,4.71
23637592,30892886,UMBRIA - MOLISE,Private room,3,4.64
23657426,11873650,TICINESE,Entire home/apt,3,5.0
23639711,252128112,BUENOS AIRES - VENEZIA,Entire home/apt,1,4.84
23910545,9297334,CORSICA,Private room,1,5.0
23663220,48548070,TORTONA,Entire home/apt,4,4.78
23922449,20721967,LODI - CORVETTO,Entire home/apt,3,
23674623,43861724,GIAMBELLINO,Entire home/apt,1,4.72
23930679,116488175,SARPI,Entire home/apt,2,4.88
23934299,58030794,NIGUARDA - CA' GRANDA,Entire home/apt,1,4.61
23675032,102239779,NAVIGLI,Entire home/apt,2,5.0
23939480,179977776,CITTA' STUDI,Entire home/apt,2,4.97
23675485,177297781,PAGANO,Entire home/apt,2,
23944002,34885150,TICINESE,Private room,1,5.0
23676819,63040145,SARPI,Entire home/apt,1,4.88
23952397,5411723,GIAMBELLINO,Entire home/apt,3,4.79
23679189,29012982,S. SIRO,Entire home/apt,4,4.57
23955743,36424055,RONCHETTO SUL NAVIGLIO,Shared room,1,4.76
23957431,58030794,LORETO,Entire home/apt,1,4.32
23680394,63040145,SARPI,Entire home/apt,1,4.84
23680420,53011418,BRERA,Entire home/apt,4,4.63
23962304,453437598,BOVISA,Entire home/apt,2,4.67
23683054,9706607,PORTA ROMANA,Private room,2,5.0
23989798,1709836,DERGANO,Entire home/apt,5,4.69
23692252,177471325,BUENOS AIRES - VENEZIA,Entire home/apt,2,4.97
23692298,105412670,CORSICA,Entire home/apt,2,4.93
23989907,2851363,CENTRALE,Private room,1,4.76
23692462,44201876,GIAMBELLINO,Entire home/apt,3,
23996697,9025189,PORTA ROMANA,Entire home/apt,1,4.6
23693001,37318637,XXII MARZO,Entire home/apt,1,
23996804,9025189,BUENOS AIRES - VENEZIA,Entire home/apt,1,4.53
23693334,97676,GHISOLFA,Entire home/apt,3,
24006922,17853711,VILLAPIZZONE,Entire home/apt,2,4.91
23694114,5934805,LORETO,Entire home/apt,2,4.91
24008164,10757437,CITTA' STUDI,Private room,2,4.68
24009035,59351436,LORETO,Entire home/apt,31,4.93
23714032,22653884,ISOLA,Entire home/apt,1,4.75
24011628,2518713,BOVISA,Entire home/apt,1,4.85
23720596,16842642,TORTONA,Entire home/apt,3,5.0
24016080,17259996,GUASTALLA,Entire home/apt,3,4.88
23725912,70138292,MACIACHINI - MAGGIOLINA,Private room,1,4.88
23728489,3866029,BOVISA,Entire home/apt,2,5.0
24017023,19304519,GIAMBELLINO,Entire home/apt,3,
24017480,83262242,S. CRISTOFORO,Private room,1,4.85
23730212,47159540,GALLARATESE,Entire home/apt,2,4.89
24017491,18188706,ISOLA,Entire home/apt,2,4.9
23732086,23221221,UMBRIA - MOLISE,Entire home/apt,2,
24018061,9537687,ISOLA,Entire home/apt,4,4.5
24025241,24216150,BUENOS AIRES - VENEZIA,Entire home/apt,3,4.93
23740642,171093695,CORSICA,Entire home/apt,3,4.78
24029916,92763499,MAGENTA - S. VITTORE,Entire home/apt,3,5.0
24033723,18807853,CITTA' STUDI,Entire home/apt,1,4.36
23741392,8078554,SARPI,Private room,1,5.0
23746565,178070372,VIGENTINA,Entire home/apt,2,4.79
24034358,180896121,GARIBALDI REPUBBLICA,Entire home/apt,2,4.77
23748109,144311362,LODI - CORVETTO,Private room,1,5.0
24038348,21018831,GIAMBELLINO,Entire home/apt,4,
23758812,80648847,LODI - CORVETTO,Entire home/apt,3,5.0
24038452,27152260,MACIACHINI - MAGGIOLINA,Entire home/apt,1,5.0
23759910,30209071,DUOMO,Entire home/apt,1,4.85
24039857,9956540,SARPI,Entire home/apt,2,
23759916,13660460,DERGANO,Entire home/apt,2,4.83
24046058,29270341,PARCO MONLUE' - PONTE LAMBRO,Entire home/apt,5,4.0
24048034,36802012,BRERA,Entire home/apt,1,4.9
23762526,68353777,BRERA,Entire home/apt,1,4.93
24049967,32834974,STADERA,Entire home/apt,3,5.0
24054508,133920553,DUOMO,Entire home/apt,1,4.46
23764060,68357249,RIPAMONTI,Entire home/apt,3,
24054647,181082979,LORETO,Entire home/apt,2,
23767122,178275223,MAGGIORE - MUSOCCO,Private room,1,4.93
24055624,10310095,WASHINGTON,Entire home/apt,2,4.8
24056472,133920553,BRERA,Entire home/apt,1,4.54
23770058,17259996,GUASTALLA,Entire home/apt,2,4.97
24056841,33008497,MAGENTA - S. VITTORE,Entire home/apt,3,5.0
23774637,2662352,NIGUARDA - CA' GRANDA,Entire home/apt,3,4.77
23775885,52117225,CITTA' STUDI,Entire home/apt,4,5.0
24057681,40947076,CENTRALE,Entire home/apt,1,4.89
23780421,178416915,ISOLA,Private room,2,
24068642,109789452,CENTRALE,Entire home/apt,3,5.0
24070429,501162312,TIBALDI,Entire home/apt,1,4.48
23783245,25727299,LODI - CORVETTO,Entire home/apt,5,4.84
24070821,17259996,GUASTALLA,Entire home/apt,3,4.92
24071776,63040145,SARPI,Entire home/apt,1,4.93
24072128,163607987,UMBRIA - MOLISE,Private room,1,4.7
23795268,90836156,MACIACHINI - MAGGIOLINA,Private room,2,4.86
24073951,181261722,NAVIGLI,Entire home/apt,1,
23798167,75085479,BRERA,Entire home/apt,2,4.92
24078025,21779134,VIALE MONZA,Entire home/apt,2,4.88
23800312,22133311,LORETO,Entire home/apt,2,5.0
24078259,123446984,DE ANGELI - MONTE ROSA,Entire home/apt,2,4.67
24081228,7946848,PORTA ROMANA,Entire home/apt,2,4.89
23801487,31275036,BUENOS AIRES - VENEZIA,Entire home/apt,1,4.89
24083010,180910590,TORTONA,Entire home/apt,3,4.88
23804563,303960,CITTA' STUDI,Entire home/apt,2,5.0
24083960,59688698,VILLAPIZZONE,Private room,2,5.0
24091716,19489735,STADERA,Entire home/apt,3,4.77
23807866,26252583,WASHINGTON,Entire home/apt,2,4.86
24091847,1610705,ISOLA,Entire home/apt,5,5.0
24092238,60758378,ISOLA,Entire home/apt,1,5.0
23809378,33411176,MAGENTA - S. VITTORE,Entire home/apt,3,5.0
24092466,69036930,TORTONA,Private room,2,4.83
23815809,5565969,AFFORI,Entire home/apt,1,
24093657,138288405,NAVIGLI,Entire home/apt,1,4.38
24103638,15906205,DUOMO,Entire home/apt,1,4.63
23815838,4316516,NIGUARDA - CA' GRANDA,Private room,2,5.0
23820633,2939803,SARPI,Entire home/apt,3,4.62
24112201,109789452,CENTRALE,Private room,3,5.0
23822616,65717944,PADOVA,Private room,1,5.0
23831745,178921700,SARPI,Entire home/apt,2,4.93
24114558,22322813,TIBALDI,Entire home/apt,1,4.89
23833223,21832917,SARPI,Entire home/apt,2,4.71
24115988,35286594,MACIACHINI - MAGGIOLINA,Entire home/apt,5,4.93
24117996,31135288,BUENOS AIRES - VENEZIA,Entire home/apt,4,5.0
23838683,14618694,SARPI,Entire home/apt,3,4.93
24118279,133920553,DUOMO,Entire home/apt,1,4.74
23843562,20807129,ISOLA,Entire home/apt,1,5.0
24119181,64340291,LAMBRATE,Entire home/apt,1,4.41
23847079,7370086,LODI - CORVETTO,Entire home/apt,3,5.0
24119231,9590418,ISOLA,Entire home/apt,4,5.0
24132305,105564653,PADOVA,Entire home/apt,1,4.6
23850518,179130018,ROGOREDO,Entire home/apt,3,4.38
23850687,135348232,PARCO LAMBRO - CIMIANO,Entire home/apt,4,
24148531,1422520,GHISOLFA,Entire home/apt,2,4.75
23852193,124892345,BRERA,Private room,1,4.36
24157456,181728554,GARIBALDI REPUBBLICA,Entire home/apt,4,5.0
23852454,17208019,GHISOLFA,Entire home/apt,1,
23854856,179178431,PORTA ROMANA,Entire home/apt,2,4.76
24167871,13488940,ISOLA,Private room,2,4.96
23855615,179190324,TIBALDI,Entire home/apt,2,4.8
23855959,1966559,VILLAPIZZONE,Entire home/apt,3,4.5
24170610,20878976,TICINESE,Entire home/apt,2,4.83
23858123,179218190,SELINUNTE,Entire home/apt,2,4.57
24171161,182167865,ISOLA,Entire home/apt,2,4.3
23864354,17555413,TORTONA,Entire home/apt,1,4.88
24172495,131505535,ISOLA,Entire home/apt,2,4.93
23869050,171262520,XXII MARZO,Private room,1,4.54
24175498,169877566,BUENOS AIRES - VENEZIA,Shared room,1,4.65
23871995,5211076,PORTA ROMANA,Entire home/apt,3,4.91
24176587,169877566,BUENOS AIRES - VENEZIA,Shared room,1,4.46
24177099,169877566,BUENOS AIRES - VENEZIA,Shared room,1,4.56
24180364,182244231,TORTONA,Entire home/apt,2,4.88
23872397,21832917,SARPI,Private room,2,4.73
23873733,26278550,RIPAMONTI,Entire home/apt,1,4.97
24180532,182244291,GIAMBELLINO,Entire home/apt,1,5.0
23875714,62665199,TORTONA,Entire home/apt,2,4.77
24180791,22948900,PARCO LAMBRO - CIMIANO,Private room,1,4.93
24193033,2363171,NAVIGLI,Private room,4,4.67
23880501,6720931,BUENOS AIRES - VENEZIA,Private room,3,4.86
23887294,5342691,BRERA,Entire home/apt,4,5.0
24194796,10474397,NAVIGLI,Entire home/apt,3,4.9
24195193,45942158,STADERA,Private room,1,5.0
23888451,457784234,CENTRALE,Entire home/apt,1,4.72
23890609,53405732,XXII MARZO,Entire home/apt,5,4.8
24195422,128854654,QUARTO OGGIARO,Private room,1,4.96
23897234,17023800,CENTRALE,Entire home/apt,4,4.65
24196605,12758410,XXII MARZO,Entire home/apt,5,5.0
23899407,179607358,BRERA,Entire home/apt,5,
24197103,22732359,PARCO LAMBRO - CIMIANO,Private room,5,4.67
24198207,123212298,PADOVA,Entire home/apt,3,4.87
24371349,183924112,TICINESE,Entire home/apt,3,
24199780,1714725,DUOMO,Entire home/apt,2,4.88
24371658,183926545,UMBRIA - MOLISE,Entire home/apt,2,4.88
24213845,173504574,LORETO,Entire home/apt,1,4.09
24215076,88637103,PADOVA,Entire home/apt,15,4.94
24373196,8728546,MAGENTA - S. VITTORE,Entire home/apt,1,4.9
24222508,63585182,DUOMO,Entire home/apt,2,4.8
24373735,10243703,FARINI,Entire home/apt,3,5.0
24224061,739226,MAGENTA - S. VITTORE,Entire home/apt,1,4.94
24374377,8408795,NIGUARDA - CA' GRANDA,Entire home/apt,2,4.9
24376830,10741534,DE ANGELI - MONTE ROSA,Entire home/apt,2,
24224283,62500400,SARPI,Entire home/apt,2,4.64
24383266,52681233,TORTONA,Private room,2,5.0
24226080,43852206,TICINESE,Entire home/apt,2,4.85
24226893,182652884,TORTONA,Entire home/apt,1,4.93
24383570,108836169,GUASTALLA,Entire home/apt,1,5.0
24228285,11582330,MAGENTA - S. VITTORE,Entire home/apt,3,4.78
24383630,112067367,CENTRALE,Entire home/apt,1,4.7
24234416,28955562,WASHINGTON,Entire home/apt,2,4.9
24241392,182690485,FORZE ARMATE,Entire home/apt,2,5.0
24384726,17185831,SCALO ROMANA,Entire home/apt,2,4.17
24244029,159544967,CENTRALE,Entire home/apt,1,4.84
24385901,22244615,MAGGIORE - MUSOCCO,Entire home/apt,5,5.0
24245964,2851363,CENTRALE,Entire home/apt,1,4.74
24391017,1262950,AFFORI,Entire home/apt,6,3.94
24246985,165351128,NAVIGLI,Entire home/apt,2,3.25
24247465,182821524,GIAMBELLINO,Entire home/apt,5,4.22
24391749,6890150,LORETO,Private room,2,
24250095,11546566,NAVIGLI,Entire home/apt,3,5.0
24394033,184116903,BUENOS AIRES - VENEZIA,Entire home/apt,1,4.89
24395589,55546369,DUOMO,Entire home/apt,1,4.96
24255569,118728866,PADOVA,Entire home/apt,3,4.89
24400362,29802146,SCALO ROMANA,Entire home/apt,7,5.0
24402489,165639037,QT 8,Private room,1,
24256521,182907931,GIAMBELLINO,Entire home/apt,1,4.96
24256790,182544543,CORSICA,Entire home/apt,2,4.89
24403941,2573307,CENTRALE,Entire home/apt,3,4.56
24257287,4259358,CENTRALE,Entire home/apt,1,5.0
24404337,184214478,NIGUARDA - CA' GRANDA,Entire home/apt,2,4.91
24265573,47159540,QT 8,Entire home/apt,2,4.79
24404700,30302705,FARINI,Entire home/apt,3,4.87
24271747,1380892,CENTRALE,Entire home/apt,1,4.5
24271829,1380892,CENTRALE,Entire home/apt,1,4.42
24272204,1380892,BUENOS AIRES - VENEZIA,Entire home/apt,1,4.39
24406116,47618864,LAMBRATE,Entire home/apt,2,4.86
24408485,184096060,STADERA,Entire home/apt,1,4.5
24272678,183061182,PORTA ROMANA,Entire home/apt,2,4.56
24409632,1250955,MAGENTA - S. VITTORE,Entire home/apt,4,
24410715,33344924,SARPI,Entire home/apt,5,4.67
24273996,17110845,NAVIGLI,Entire home/apt,3,4.9
24274132,24315017,SELINUNTE,Entire home/apt,3,5.0
24411397,40399184,LORETO,Private room,2,4.81
24278164,33430845,CITTA' STUDI,Private room,2,4.69
