id,host_id,neighbourhood_cleansed,room_type,minimum_nights,review_scores_rating
625883217135808235,6958884,TORTONA,Entire home/apt,2,5.0
627393954041421502,13338682,PORTA ROMANA,Entire home/apt,1,
627397696796657337,58979710,SARPI,Entire home/apt,1,4.79
625914505303314754,27693585,MAGENTA - S. VITTORE,Entire home/apt,1,4.17
627399684862289137,9701619,BUENOS AIRES - VENEZIA,Entire home/apt,3,5.0
625922040135317934,27693585,MAGENTA - S. VITTORE,Entire home/apt,1,5.0
627439053674057702,476705543,BRERA,Entire home/apt,1,4.84
627512370318079817,2504885,BUENOS AIRES - VENEZIA,Entire home/apt,2,4.8
625929494311870780,262987139,MAGGIORE - MUSOCCO,Entire home/apt,2,4.75
627512459088002470,356699862,TICINESE,Entire home/apt,2,4.73
625930536044762197,27693585,MAGENTA - S. VITTORE,Entire home/apt,1,4.17
627539927125996755,356699862,TICINESE,Entire home/apt,2,4.76
625934236479735525,14957302,XXII MARZO,Entire home/apt,3,5.0
627548022134390619,415308528,XXII MARZO,Entire home/apt,1,4.81
625944420811884263,24444828,TORTONA,Private room,2,4.92
627558546266700597,10823843,TORTONA,Entire home/apt,1,4.87
625945869029574010,4417813,DUOMO,Entire home/apt,1,4.59
627558893317641751,459251014,GIAMBELLINO,Entire home/apt,3,5.0
627582905467888109,22896233,CORSICA,Private room,1,
625956509443040581,37043045,BANDE NERE,Entire home/apt,1,5.0
627598597421657323,24937968,XXII MARZO,Entire home/apt,8,4.83
626025978605582280,48036210,WASHINGTON,Entire home/apt,2,5.0
627838503153331815,145319070,SARPI,Entire home/apt,2,5.0
626046246664205762,2463257,LORETO,Entire home/apt,1,4.93
627897588979401450,137934585,QUARTO OGGIARO,Private room,7,
627903894404328642,27475985,TORTONA,Entire home/apt,2,5.0
626077369173311926,171110695,SARPI,Entire home/apt,2,4.69
627916514144284490,459322235,EX OM - MORIVIONE,Entire home/apt,1,4.47
626087708064638490,1678171,LORETO,Entire home/apt,3,4.48
627942620745780550,356699862,TICINESE,Entire home/apt,2,4.61
626096090647459773,458949281,CENTRALE,Entire home/apt,2,4.8
627945577405592200,196758558,DUOMO,Entire home/apt,3,4.75
627973725178921510,4406020,BRERA,Entire home/apt,2,4.7
626099332597009501,613760,GIAMBELLINO,Private room,1,4.85
627986869874637679,50447656,BUENOS AIRES - VENEZIA,Entire home/apt,2,5.0
626170893501455768,85707549,BOVISA,Entire home/apt,3,4.83
628027639749933496,10654313,MAGGIORE - MUSOCCO,Entire home/apt,2,5.0
626361430623671090,458997695,DUOMO,Entire home/apt,2,4.65
628029243828767662,87430743,TORTONA,Entire home/apt,4,4.96
628057100557847797,491700,DUOMO,Entire home/apt,1,4.75
626562943767501607,14743308,PAGANO,Entire home/apt,1,4.0
626568767213477795,14743308,MACIACHINI - MAGGIOLINA,Entire home/apt,1,4.33
628068417521193929,459356918,BRERA,Entire home/apt,4,
628089799722608054,314412369,GUASTALLA,Shared room,1,4.65
626585326945390763,459033236,CORSICA,Entire home/apt,4,4.67
628099189568562374,43586312,S. CRISTOFORO,Entire home/apt,2,4.84
628103475966977109,6534908,WASHINGTON,Entire home/apt,2,4.92
626586434805854361,12798855,CITTA' STUDI,Private room,2,5.0
628119418765612342,459372673,SARPI,Entire home/apt,3,5.0
629533975493430269,173504574,PADOVA,Entire home/apt,1,5.0
628121685477227204,459319156,BUENOS AIRES - VENEZIA,Private room,5,
629536246097223464,24614026,STADERA,Private room,4,
628168930980834330,29652844,LORETO,Entire home/apt,1,4.92
628278828627600050,459426235,LORETO,Entire home/apt,2,4.62
629538865671521162,4102185,XXII MARZO,Entire home/apt,3,5.0
629582156336225334,211168232,PADOVA,Entire home/apt,1,5.0
628295854122121639,424901485,SCALO ROMANA,Entire home/apt,1,4.65
628306450030884561,95834213,WASHINGTON,Entire home/apt,3,5.0
629681482586615071,15455605,GIAMBELLINO,Entire home/apt,3,5.0
628377397700545345,121644418,MACIACHINI - MAGGIOLINA,Private room,1,4.83
629716046158580936,4570114,MACIACHINI - MAGGIOLINA,Entire home/apt,1,5.0
629722073467009323,24000307,WASHINGTON,Entire home/apt,2,4.72
628679422756859356,424901485,LORETO,Entire home/apt,1,4.67
629726420106677163,91323077,TICINESE,Private room,1,4.39
628682651756206372,173504574,PADOVA,Entire home/apt,1,
630048792925742486,261049859,PARCO BOSCO IN CITT,Entire home/apt,1,4.93
628744517457884868,6037260,GARIBALDI REPUBBLICA,Private room,1,4.9
630114633353375405,113157566,RONCHETTO SUL NAVIGLIO,Entire home/apt,3,5.0
628774302407037902,4417813,DUOMO,Entire home/apt,1,4.42
630136143575461700,22665,TORTONA,Entire home/apt,3,4.97
628782847952481803,1720562,BRERA,Entire home/apt,2,4.62
630149762084731330,407208932,NAVIGLI,Entire home/apt,2,4.75
628784242472865597,173504574,NIGUARDA - CA' GRANDA,Entire home/apt,1,3.25
628784584199522493,173504574,PADOVA,Entire home/apt,1,
630150083953558117,21411110,LORETO,Entire home/apt,3,5.0
628797801124355529,16366171,NAVIGLI,Entire home/apt,1,4.66
630158049288068579,4417813,WASHINGTON,Entire home/apt,1,4.8
628817962583978942,17707454,COMASINA,Entire home/apt,1,5.0
628848954041519449,173504574,NIGUARDA - CA' GRANDA,Entire home/apt,1,5.0
630165176570302137,433530658,BUENOS AIRES - VENEZIA,Entire home/apt,1,5.0
628870920787796733,8199865,SARPI,Entire home/apt,3,
630179271328636821,244663804,DUOMO,Entire home/apt,2,4.94
628877420811048783,5719971,SARPI,Entire home/apt,2,4.77
629093055609307304,2504885,BUENOS AIRES - VENEZIA,Entire home/apt,2,4.35
630184090254404967,159418892,QUARTO CAGNINO,Private room,1,4.36
629112347811788424,2504885,GARIBALDI REPUBBLICA,Entire home/apt,2,4.82
630192280395140376,23749371,NAVIGLI,Entire home/apt,1,4.88
629210933275029631,137934585,QUARTO OGGIARO,Private room,90,
630192500821615012,73288093,BUENOS AIRES - VENEZIA,Private room,2,4.4
629341953005418969,788428,BUENOS AIRES - VENEZIA,Entire home/apt,3,5.0
629362565663660777,459674937,GIAMBELLINO,Entire home/apt,1,4.93
630231332106045601,16366171,PARCO LAMBRO - CIMIANO,Entire home/apt,2,4.72
629367441923600075,43078663,XXII MARZO,Entire home/apt,4,5.0
630251174692732270,427489615,DUOMO,Entire home/apt,1,4.88
629381134384336906,9025189,TICINESE,Entire home/apt,1,4.18
630274308531270773,62665199,QUARTO CAGNINO,Entire home/apt,2,4.44
629412866477541665,28877977,GALLARATESE,Entire home/apt,2,4.82
630274480364932397,81434223,PAGANO,Entire home/apt,3,
629421478463272752,37318637,TIBALDI,Entire home/apt,1,4.29
629426011368870615,27693585,PORTA ROMANA,Entire home/apt,1,4.0
630283127073117992,92766647,WASHINGTON,Entire home/apt,3,
630313005913782971,6672417,DUOMO,Entire home/apt,2,4.97
629442866820823071,227119841,SARPI,Entire home/apt,2,4.37
630324571131759046,40282009,TIBALDI,Entire home/apt,1,4.91
629472742276227727,27693585,MAGENTA - S. VITTORE,Entire home/apt,1,3.88
629473232079072108,27693585,MAGENTA - S. VITTORE,Entire home/apt,1,3.8
632440573693905130,53718111,PADOVA,Entire home/apt,3,5.0
630333822174499864,31029224,GHISOLFA,Entire home/apt,3,5.0
632509071325213974,322982128,UMBRIA - MOLISE,Entire home/apt,3,4.81
630342106674526026,459903088,PADOVA,Entire home/apt,1,5.0
632515758368881861,35963647,WASHINGTON,Entire home/apt,1,4.3
632550140227598381,154913785,SARPI,Entire home/apt,2,5.0
630343040887471808,20084800,BOVISA,Private room,2,5.0
632585273915382473,460389685,LORETO,Entire home/apt,1,4.98
630383620310854749,459915835,DUOMO,Entire home/apt,2,4.73
630394769374235065,23174527,MACIACHINI - MAGGIOLINA,Entire home/apt,5,5.0
632614301497662104,53842495,MACIACHINI - MAGGIOLINA,Entire home/apt,2,4.83
632634995500776266,458789880,NAVIGLI,Entire home/apt,2,5.0
632792774991647241,262939496,NAVIGLI,Private room,1,2.75
630411830244075416,125159360,BRERA,Entire home/apt,2,4.7
632965271050843919,2504885,SCALO ROMANA,Entire home/apt,2,4.25
632988105222452676,37318637,SARPI,Entire home/apt,1,4.61
630451221381163175,39505080,SARPI,Private room,1,
630463706300759435,158317747,XXII MARZO,Entire home/apt,3,5.0
633003906857641032,9647315,NAVIGLI,Entire home/apt,2,4.82
630534759684321026,7233783,LORETO,Entire home/apt,3,4.77
633027909064703897,171503009,SARPI,Entire home/apt,2,4.75
630702899242947270,144357965,XXII MARZO,Entire home/apt,1,4.62
633078579962243395,47325305,BANDE NERE,Entire home/apt,2,4.91
633110427269345506,50361083,VIALE MONZA,Entire home/apt,4,4.5
630760646987377835,6747334,CENTRALE,Entire home/apt,4,5.0
630790668608940057,459999588,SARPI,Entire home/apt,2,4.8
633110942082111343,11013936,BUENOS AIRES - VENEZIA,Entire home/apt,2,4.94
633122122107113188,230140176,WASHINGTON,Entire home/apt,2,4.45
633131810075354515,145087481,RIPAMONTI,Entire home/apt,2,4.79
630847339497380883,267674317,AFFORI,Entire home/apt,1,4.88
633140993324342387,79080923,PAGANO,Entire home/apt,3,5.0
630881280921989834,36788421,BRERA,Entire home/apt,2,4.53
630906286269734492,27693585,DE ANGELI - MONTE ROSA,Entire home/apt,1,3.2
633163829995628335,7693650,NAVIGLI,Entire home/apt,3,4.92
630932712866027851,311741347,S. CRISTOFORO,Entire home/apt,1,4.87
633220046580124908,349593,CITTA' STUDI,Entire home/apt,4,5.0
630943335527767923,27693585,DE ANGELI - MONTE ROSA,Entire home/apt,1,4.23
630961299275287788,10455796,SARPI,Entire home/apt,3,4.95
633258904808168345,48304781,BUENOS AIRES - VENEZIA,Entire home/apt,4,4.0
630971004810857711,19624150,LORETO,Private room,3,5.0
633280152546385279,152924121,PARCO LAMBRO - CIMIANO,Entire home/apt,3,
630988612722577727,422312255,SARPI,Entire home/apt,1,
631014455977005379,460046824,ISOLA,Entire home/apt,1,4.77
633324136172214819,5800635,NAVIGLI,Entire home/apt,4,5.0
631044048184778409,29030732,PADOVA,Entire home/apt,5,5.0
633346375976024746,2646488,CENTRALE,Entire home/apt,2,4.87
633352145145755478,1706273,MACIACHINI - MAGGIOLINA,Entire home/apt,3,4.77
633380839268876280,133981367,ADRIANO,Private room,1,5.0
631058213778690989,460019411,XXII MARZO,Entire home/apt,1,4.89
633601727202192167,52857023,WASHINGTON,Private room,3,4.75
631124398272902289,222261825,LORETO,Entire home/apt,1,4.9
633687847554498928,20834837,SARPI,Private room,2,5.0
631146675324466081,190299347,BUENOS AIRES - VENEZIA,Entire home/apt,1,4.9
633694069402287384,308109801,DUOMO,Entire home/apt,1,4.5
633737646485078716,84051977,CENTRALE,Entire home/apt,1,4.8
631164168420409483,316415615,BRERA,Private room,2,5.0
633751047798856045,158317747,SARPI,Entire home/apt,4,5.0
631192627019347257,275944558,XXII MARZO,Entire home/apt,2,4.33
633756537209166818,427489615,DUOMO,Entire home/apt,1,4.0
633761322416549110,427489615,DUOMO,Entire home/apt,1,5.0
631210829550346432,21400883,BUENOS AIRES - VENEZIA,Entire home/apt,28,4.86
633802480707128444,460680062,LODI - CORVETTO,Entire home/apt,3,5.0
633823869219032219,427489615,DUOMO,Entire home/apt,1,4.86
631472552193686563,362239146,BUENOS AIRES - VENEZIA,Entire home/apt,3,3.5
633835066959435032,427489615,DUOMO,Entire home/apt,1,4.6
631502650286958631,460147040,RIPAMONTI,Entire home/apt,2,4.67
633837636986117448,412444,BANDE NERE,Entire home/apt,2,4.0
633838631935711876,351493784,PAGANO,Entire home/apt,2,4.44
633844613023689107,427489615,DUOMO,Entire home/apt,1,5.0
631511579552764581,248410385,PARCO LAMBRO - CIMIANO,Entire home/apt,3,4.58
631533689328214337,9025189,NAVIGLI,Entire home/apt,1,4.47
633863176458373842,427489615,DUOMO,Entire home/apt,1,5.0
631547466370841014,460154450,DE ANGELI - MONTE ROSA,Entire home/apt,1,4.7
633865979219020327,142928608,TICINESE,Entire home/apt,2,4.98
631550832316206855,459915835,DUOMO,Entire home/apt,2,4.74
633867210051063514,85962419,DUOMO,Entire home/apt,1,4.74
631571697178282368,14262779,TORTONA,Entire home/apt,1,
633926693848108011,451372999,ROGOREDO,Entire home/apt,1,4.76
633932177962094926,27693585,ISOLA,Entire home/apt,1,4.85
631578751553014147,460146332,PORTA ROMANA,Entire home/apt,2,4.59
633979728625227387,21564987,LODI - CORVETTO,Entire home/apt,3,4.93
631584877613817979,460160294,SELINUNTE,Private room,2,5.0
634019690629931744,78305202,PORTA ROMANA,Entire home/apt,2,
631673216739228420,58664124,AFFORI,Entire home/apt,1,4.91
634054508553151297,460758011,TORTONA,Entire home/apt,1,4.9
634060394851993813,192035246,TORTONA,Entire home/apt,4,
631767554050657675,56317684,GIAMBELLINO,Entire home/apt,1,4.88
634061527231461843,40809961,LORETO,Entire home/apt,2,5.0
631815560667900379,3586557,BUENOS AIRES - VENEZIA,Entire home/apt,2,4.76
634066709783226156,10011143,GUASTALLA,Entire home/apt,1,4.33
631835106968901779,14440343,S. CRISTOFORO,Private room,3,5.0
634110876956535308,43994543,LODI - CORVETTO,Private room,3,5.0
631838607231820452,45569539,EX OM - MORIVIONE,Entire home/apt,5,
634391524294991966,36935439,NAVIGLI,Entire home/apt,2,4.85
634421124496670305,27693585,BUENOS AIRES - VENEZIA,Entire home/apt,1,4.33
631929129777606502,18968149,DE ANGELI - MONTE ROSA,Entire home/apt,2,4.89
631957578537023399,33715601,MECENATE,Private room,1,4.94
634423951138962100,14558790,RIPAMONTI,Entire home/apt,3,5.0
634426968219269813,70205340,BAGGIO,Private room,3,
632262965117795672,137934585,QUARTO OGGIARO,Private room,10,
634446361227750024,163038086,CENTRALE,Entire home/apt,3,3.75
632327176467107191,122547551,NIGUARDA - CA' GRANDA,Private room,1,4.87
634455278163373759,425995787,MAGENTA - S. VITTORE,Entire home/apt,1,4.93
634471038327143199,89337285,LAMBRATE,Entire home/apt,2,4.17
632332366112804461,2785263,LORETO,Entire home/apt,2,4.85
634484605940238444,36363220,BUENOS AIRES - VENEZIA,Entire home/apt,2,4.5
632362304225794439,45665726,MAGENTA - S. VITTORE,Private room,5,
632394008834002549,136047401,UMBRIA - MOLISE,Entire home/apt,3,5.0
634505398511214355,121529889,TIBALDI,Entire home/apt,1,4.72
634506039451963517,34976940,DERGANO,Entire home/apt,5,
632426968841494257,140803915,NAVIGLI,Entire home/apt,2,5.0
632434083239356721,400577694,CORSICA,Entire home/apt,2,4.77
634543171145584376,7430377,GIAMBELLINO,Entire home/apt,3,5.0
635011465036113120,18968149,DE ANGELI - MONTE ROSA,Entire home/apt,2,4.75
635147407138113342,201233408,PARCO LAMBRO - CIMIANO,Entire home/apt,2,5.0
634566173705757177,181255620,NAVIGLI,Entire home/apt,1,4.79
634573850300360475,159418892,QUARTO CAGNINO,Private room,1,4.77
635171569975782211,27693585,TORTONA,Entire home/apt,1,
634600359485626696,397797992,NAVIGLI,Entire home/apt,30,5.0
634631352455350155,12792326,PORTELLO,Entire home/apt,2,5.0
635173818801152120,7845324,LODI - CORVETTO,Private room,2,4.87
634635176689361832,460886425,CENTRALE,Entire home/apt,1,4.95
635180055024225094,425995787,BRERA,Entire home/apt,1,4.0
634646565125218829,5053160,DUOMO,Entire home/apt,1,4.82
635183159836185288,393811744,GUASTALLA,Entire home/apt,1,5.0
634651734050399681,414710890,ISOLA,Entire home/apt,2,4.67
635193101138114289,96059918,UMBRIA - MOLISE,Entire home/apt,2,4.5
634654813003917048,49234320,DUOMO,Private room,1,5.0
634761229470545586,43989243,BUENOS AIRES - VENEZIA,Entire home/apt,1,4.5
635207380424947319,27693585,CENTRALE,Entire home/apt,1,4.44
635212784567635894,154144241,DUOMO,Entire home/apt,2,4.53
634803562736630095,2436873,BUENOS AIRES - VENEZIA,Entire home/apt,2,5.0
635216395795670910,27693585,BRERA,Entire home/apt,1,4.0
634804109990268992,24788711,ISOLA,Private room,1,
635287105721567921,165836673,EX OM - MORIVIONE,Private room,2,5.0
634805366959179477,460936751,ISOLA,Entire home/apt,1,4.78
634805615593515652,181043993,MAGENTA - S. VITTORE,Entire home/apt,7,
635290174142922369,29218529,TICINESE,Entire home/apt,1,5.0
634812716047713228,351003467,BUENOS AIRES - VENEZIA,Entire home/apt,2,4.81
635301873619232734,66595779,STADERA,Entire home/apt,1,4.9
634911403739688602,382417190,GARIBALDI REPUBBLICA,Entire home/apt,1,
634989024830092343,4507176,LAMBRATE,Entire home/apt,1,5.0
635308377103145147,225568234,GIAMBELLINO,Entire home/apt,1,5.0
638144004667560721,12464249,SARPI,Entire home/apt,1,5.0
635326274150252684,461045127,BUENOS AIRES - VENEZIA,Entire home/apt,2,4.77
638169533989658655,5721286,FARINI,Entire home/apt,2,
635327543143093600,561643561,BUENOS AIRES - VENEZIA,Entire home/apt,2,4.78
638223044862429951,325242528,COMASINA,Private room,2,4.76
635355069133831194,4417813,DUOMO,Entire home/apt,1,4.15
638226344215565921,190440170,SCALO ROMANA,Entire home/apt,1,4.81
635356560097815580,6964113,LODI - CORVETTO,Entire home/apt,2,
638271865108701232,113222406,MACIACHINI - MAGGIOLINA,Entire home/apt,1,4.78
635402224001804826,32526538,LORETO,Entire home/apt,1,4.99
638290775793730055,170605113,DERGANO,Entire home/apt,2,5.0
638311395181521036,93989555,NAVIGLI,Entire home/apt,3,4.75
638311995313422280,151501776,BRERA,Entire home/apt,1,
635451307402987095,275973160,TICINESE,Entire home/apt,2,5.0
638340707337420188,16439141,SCALO ROMANA,Entire home/apt,1,
635486078335958576,87443956,NAVIGLI,Entire home/apt,2,4.6
638346833420241328,42517948,CITTA' STUDI,Entire home/apt,2,5.0
635506671003116636,461098660,ISOLA,Entire home/apt,2,4.75
638347033599781763,73208957,NAVIGLI,Private room,1,4.9
635544023577607219,25931353,GRECO,Entire home/apt,3,1.0
635789533387090447,29579591,CORSICA,Entire home/apt,1,5.0
638353242004554338,196528837,SARPI,Private room,2,5.0
635884651898560592,230140176,BUENOS AIRES - VENEZIA,Entire home/apt,2,4.22
638425154519885929,103462132,LORETO,Private room,1,
638434422534413295,181255620,NAVIGLI,Entire home/apt,1,4.83
635900351322406486,1426453,ISOLA,Entire home/apt,1,4.77
638443641937791335,461742371,EX OM - MORIVIONE,Entire home/apt,2,5.0
635938109707183338,55410106,DE ANGELI - MONTE ROSA,Entire home/apt,2,
638465566331830237,6151723,LORETO,Entire home/apt,2,4.9
638466279515171055,461738656,QT 8,Private room,3,5.0
635955234224433466,27309134,BUENOS AIRES - VENEZIA,Private room,2,
638728678955205324,104778525,LORETO,Entire home/apt,3,
635961494613621205,293317191,GUASTALLA,Entire home/apt,1,4.96
638750171120982251,353550736,TICINESE,Entire home/apt,2,4.75
638769734379335373,461810063,DERGANO,Entire home/apt,3,5.0
635998350754334009,16366171,ORTOMERCATO,Entire home/apt,2,4.28
638771098562171492,83524359,VIGENTINA,Entire home/apt,1,5.0
636018292219103874,13766340,BRERA,Entire home/apt,3,4.7
638777387623180428,158317747,SARPI,Entire home/apt,4,4.97
636022170312032976,76556384,BUENOS AIRES - VENEZIA,Entire home/apt,1,5.0
638786376399644664,30906046,XXII MARZO,Entire home/apt,3,5.0
636028101364117992,76556384,BUENOS AIRES - VENEZIA,Entire home/apt,2,3.83
638793280184869829,230140176,DERGANO,Entire home/apt,2,4.77
636028761024713151,230140176,TICINESE,Entire home/apt,2,3.92
636030588659080655,29869602,DUOMO,Entire home/apt,1,4.5
638804385667974868,348672338,PORTA ROMANA,Entire home/apt,7,5.0
636042208702419313,13766340,BRERA,Entire home/apt,3,4.67
636044086984762442,76556384,BUENOS AIRES - VENEZIA,Entire home/apt,2,4.43
638825510289388399,27693585,STADERA,Entire home/apt,1,4.11
636053497180602335,76556384,BUENOS AIRES - VENEZIA,Entire home/apt,1,4.6
638833539515950192,17663360,GIAMBELLINO,Private room,1,4.85
636125387384863417,461223986,CITTA' STUDI,Entire home/apt,1,5.0
638877073554133851,5631305,UMBRIA - MOLISE,Entire home/apt,7,5.0
636160713772093303,129578439,WASHINGTON,Entire home/apt,2,4.91
638895712639339780,259231893,GHISOLFA,Entire home/apt,2,4.98
638934680051311637,20362584,BUENOS AIRES - VENEZIA,Entire home/apt,2,4.88
636243317841092586,461256267,TORTONA,Private room,2,5.0
638937129390552815,47488629,SARPI,Entire home/apt,5,4.83
636545734532414496,456595759,GUASTALLA,Entire home/apt,3,4.93
636584414634800943,162774972,SARPI,Entire home/apt,3,5.0
638959878419739354,43439668,ISOLA,Entire home/apt,2,4.91
636590243466690006,21764576,SCALO ROMANA,Private room,1,5.0
638964179997479048,3709920,BRERA,Entire home/apt,3,
636616142499878130,244321294,AFFORI,Entire home/apt,2,4.97
638974047550771636,30150438,SARPI,Entire home/apt,3,5.0
636724109044116423,4831940,XXII MARZO,Entire home/apt,4,4.0
638980798356996556,182484731,LODI - CORVETTO,Private room,2,
636730900959414121,6672417,BRERA,Entire home/apt,2,4.5
638992321502607147,461860387,TICINESE,Private room,2,4.85
636741081081294766,218222434,ADRIANO,Entire home/apt,1,4.73
636779561216145945,73506086,PADOVA,Entire home/apt,3,5.0
639010655060962778,6672417,DUOMO,Entire home/apt,2,4.9
636867307418206425,441381534,GALLARATESE,Private room,2,4.43
639023305327258693,73208957,NAVIGLI,Entire home/apt,1,5.0
636882316503958940,12315953,TICINESE,Private room,2,4.88
639045656222861455,33211238,EX OM - MORIVIONE,Entire home/apt,5,5.0
636889357050147906,196356509,SARPI,Entire home/apt,2,4.95
639055942771197017,561643561,BUENOS AIRES - VENEZIA,Entire home/apt,2,4.83
636958849968036856,194422637,DUOMO,Entire home/apt,3,4.84
639060203385365499,1118956,DE ANGELI - MONTE ROSA,Private room,1,4.82
636962006704748298,68414609,NAVIGLI,Entire home/apt,2,4.7
639076731115792626,29876562,ISOLA,Entire home/apt,3,4.91
637282580154374605,461454700,GARIBALDI REPUBBLICA,Entire home/apt,2,5.0
637308500378235500,2982516,SELINUNTE,Entire home/apt,1,4.87
639123898080815642,5719971,MAGENTA - S. VITTORE,Entire home/apt,2,4.91
637309213127215570,59047863,CHIARAVALLE,Entire home/apt,2,
637344320932476612,9025189,ISOLA,Entire home/apt,1,4.33
637383704974308383,256627204,MAGENTA - S. VITTORE,Entire home/apt,1,4.17
639180383168777649,54546339,BRERA,Entire home/apt,2,
637395177486110210,21797259,QT 8,Private room,1,4.92
639420311075666681,9025189,DUOMO,Entire home/apt,1,4.78
639488755138661276,230140176,DUOMO,Entire home/apt,2,4.54
637400290637590656,33259915,STADERA,Entire home/apt,15,5.0
639496369743902262,16366171,COMASINA,Entire home/apt,1,4.73
637410526874708582,106056846,MAGGIORE - MUSOCCO,Entire home/apt,1,4.0
639526235443350998,5719971,BRERA,Entire home/apt,2,4.77
637425034363201358,461479164,TICINESE,Entire home/apt,2,4.91
637482092804002478,6024800,DE ANGELI - MONTE ROSA,Entire home/apt,3,4.98
639548067694822640,86838227,MACIACHINI - MAGGIOLINA,Entire home/apt,1,4.85
639557374113324021,26101432,TICINESE,Entire home/apt,2,4.92
637524834729770888,63916066,DUOMO,Entire home/apt,5,
639558166815714286,494457983,XXII MARZO,Private room,1,4.71
637548957044034879,461515738,LORETO,Entire home/apt,1,
637559915879745807,9570071,DUOMO,Entire home/apt,2,4.95
639560628959323763,461907300,RONCHETTO SUL NAVIGLIO,Entire home/apt,1,5.0
637589759884477422,288669825,TIBALDI,Entire home/apt,2,5.0
639597907132288216,30586418,MAGGIORE - MUSOCCO,Entire home/apt,1,4.91
639617721017095313,53227625,BUENOS AIRES - VENEZIA,Entire home/apt,2,4.92
637651498185680411,196614982,NAVIGLI,Private room,2,
639667698108068022,244526474,DERGANO,Entire home/apt,2,4.79
637653890013915651,93275501,LODI - CORVETTO,Entire home/apt,2,
639688941280653680,55914338,BOVISA,Entire home/apt,2,5.0
639692797678091299,42517948,CITTA' STUDI,Private room,2,5.0
638018166697616498,7968553,TICINESE,Entire home/apt,1,4.99
639718001859338882,8450959,SARPI,Entire home/apt,4,4.97
638037310173926009,31708907,VILLAPIZZONE,Entire home/apt,2,4.88
639720813143493132,29504215,BUENOS AIRES - VENEZIA,Entire home/apt,1,5.0
639738650270174045,8509343,GUASTALLA,Entire home/apt,1,4.86
638076193572305728,461634287,SARPI,Entire home/apt,1,4.78
638079974097152355,2718914,DUOMO,Entire home/apt,4,4.89
639749112481117802,7143948,WASHINGTON,Entire home/apt,1,4.92
638092452485485316,5118792,DUOMO,Entire home/apt,3,
639781812699645966,348396994,DERGANO,Entire home/apt,1,4.97
639794336996629410,235056104,BOVISA,Entire home/apt,1,5.0
638100996779665489,304983833,BANDE NERE,Private room,1,4.67
638125006308096549,34180605,TORTONA,Entire home/apt,2,
639839283179228127,433046199,S. CRISTOFORO,Entire home/apt,1,4.88
638125523607545477,33339354,NAVIGLI,Entire home/apt,1,
639844637946308023,25317134,S. CRISTOFORO,Entire home/apt,2,4.93
640349204281455423,36277302,NAVIGLI,Entire home/apt,2,4.71
639854713754982469,12173409,NAVIGLI,Entire home/apt,5,5.0
640372986102250531,462190564,S. SIRO,Entire home/apt,1,4.0
639976102940663252,440267811,PARCO LAMBRO - CIMIANO,Private room,1,5.0
640393370444490625,29781542,BRERA,Entire home/apt,2,4.85
640154700581409273,41937112,BUENOS AIRES - VENEZIA,Entire home/apt,3,4.79
640422052411859451,121737609,TICINESE,Entire home/apt,4,5.0
640184208185247058,5719971,TICINESE,Entire home/apt,2,4.93
640257220388700086,17930946,TORTONA,Entire home/apt,1,4.84
640424839447295580,24328467,PORTELLO,Entire home/apt,3,4.0
640458938582032356,5719971,PORTA ROMANA,Entire home/apt,2,4.88
640269415412418974,34793922,GUASTALLA,Entire home/apt,2,4.83
640274826182121643,6402000,PADOVA,Private room,3,4.0
640469496146871377,14743308,DUOMO,Entire home/apt,1,4.4
640286771087118175,462170679,NAVIGLI,Private room,30,5.0
640304747753715939,457636023,NIGUARDA - CA' GRANDA,Entire home/apt,2,
640477137758944311,9025189,MAGENTA - S. VITTORE,Entire home/apt,1,4.42
640310781997786839,476705543,XXII MARZO,Entire home/apt,1,4.61
640479724569147287,393811744,GIAMBELLINO,Private room,1,
640497423020262455,121644418,MACIACHINI - MAGGIOLINA,Private room,1,4.9
640310921833629037,401843367,DUOMO,Entire home/apt,1,4.56
640325112597230581,30583681,STADERA,Entire home/apt,3,5.0
640545538035637444,462241521,GARIBALDI REPUBBLICA,Entire home/apt,2,4.95
640343974357321339,5053160,DUOMO,Entire home/apt,1,5.0
640575799622190833,14674591,PORTA ROMANA,Entire home/apt,1,4.8
642691262763418732,462707077,GUASTALLA,Entire home/apt,1,5.0
642723771942548599,157943260,LODI - CORVETTO,Private room,1,5.0
640611261983843320,31506983,S. CRISTOFORO,Entire home/apt,1,4.86
642774277076537482,158469005,GUASTALLA,Private room,1,4.95
642777487168893112,29080659,TICINESE,Private room,1,4.93
640628477849917197,14743308,VIALE MONZA,Entire home/apt,1,3.0
640877647580333477,401666393,BICOCCA,Entire home/apt,2,4.87
642786882158027841,302920432,XXII MARZO,Entire home/apt,2,4.67
640882366078264265,45128339,XXII MARZO,Entire home/apt,2,5.0
643033929600542426,11857980,S. CRISTOFORO,Entire home/apt,2,5.0
640900018869614859,462319603,LORETO,Entire home/apt,3,5.0
643120766987925003,154144241,BRERA,Entire home/apt,2,4.78
640931465383613621,406331024,LORETO,Private room,1,5.0
643171089548076690,41527611,DE ANGELI - MONTE ROSA,Entire home/apt,2,4.9
640941687248637490,14526739,WASHINGTON,Entire home/apt,2,5.0
643186345632685660,75265699,LORETO,Private room,2,4.59
643190303326043813,178287251,GIAMBELLINO,Entire home/apt,1,4.25
640955929814677459,66595779,STADERA,Entire home/apt,1,4.7
